outcome,sex,model,estimator,term,n_used,coef,p_value,note
log_earnings_o222_among_earners,female,M2_CGN_plus_PC2,school_fe_ols,cgn01,22863,2.27749122021368,2.571437483511088e-10,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,female,M2_CGN_plus_PC2,school_fe_ols,pc2_z,22863,-0.25045909327581306,0.13368606239910474,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,female,M3_CGN_PC2_interaction,school_fe_ols,cgn01,22863,2.3014755097233985,1.535487941563324e-10,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,female,M3_CGN_PC2_interaction,school_fe_ols,pc2_z,22863,-0.1350931630801301,0.47073726675702676,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,female,M3_CGN_PC2_interaction,school_fe_ols,cgn_x_pc2_z,22863,-0.39242834999229076,0.20062814602945167,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,male,M1_CGN_only,school_fe_ols,cgn01,30482,-1.322114228829236,5.929782253150065e-13,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,male,M2_CGN_plus_PC2,school_fe_ols,cgn01,30482,-1.1233674969454488,1.2769506881929493e-09,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,male,M2_CGN_plus_PC2,school_fe_ols,pc2_z,30482,0.49595159387785853,1.304031524389347e-10,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,male,M3_CGN_PC2_interaction,school_fe_ols,cgn01,30482,-1.1334202010381784,1.0503368355994096e-09,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,male,M3_CGN_PC2_interaction,school_fe_ols,pc2_z,30482,0.5069972544514963,1.0945831006593565e-09,"For binary outcomes, coefficient is percentage-point change in an LPM."
log_earnings_o222_among_earners,male,M3_CGN_PC2_interaction,school_fe_ols,cgn_x_pc2_z,30482,-0.04171738528189159,0.7923776163068362,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,M1_CGN_only,school_fe_ols,cgn01,34034,-0.0624698243502779,4.881998828053754e-36,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,M2_CGN_plus_PC2,school_fe_ols,cgn01,34034,-0.05983061383090606,1.1531308501116098e-33,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,M2_CGN_plus_PC2,school_fe_ols,pc2_z,34034,0.02398708429838592,2.3597280114093866e-29,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,M3_CGN_PC2_interaction,school_fe_ols,cgn01,34034,-0.06033855436829277,7.045403447394298e-34,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,M3_CGN_PC2_interaction,school_fe_ols,pc2_z,34034,0.02054302104398463,3.031757017900244e-18,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,M3_CGN_PC2_interaction,school_fe_ols,cgn_x_pc2_z,34034,0.011832594835665556,0.010817137414914548,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,M1_CGN_only,school_fe_ols,cgn01,33281,-0.11432795081111208,1.5848816002081955e-68,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,M2_CGN_plus_PC2,school_fe_ols,cgn01,33281,-0.1008046100091071,8.876496747515292e-55,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,M2_CGN_plus_PC2,school_fe_ols,pc2_z,33281,0.03329708918426908,1.2131744129616339e-52,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,M3_CGN_PC2_interaction,school_fe_ols,cgn01,33281,-0.09714142460817682,1.406250346619022e-50,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,M3_CGN_PC2_interaction,school_fe_ols,pc2_z,33281,0.029337366923235766,1.3391987265491232e-34,"For binary outcomes, coefficient is percentage-point change in an LPM."
