outcome,sex,model,estimator,term,n_used,coef,p_value,note
ever_married,male,M3_CGN_PC2_interaction,school_fe_ols,cgn_x_pc2_z,33281,0.014689223514057987,0.00620460000032118,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,M1_CGN_only,school_fe_ols,cgn01,30082,0.012438071961073867,0.0009488202497861705,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,M2_CGN_plus_PC2,school_fe_ols,cgn01,30082,0.012352877717291634,0.0010556184348043795,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,M2_CGN_plus_PC2,school_fe_ols,pc2_z,30082,-0.0011181315350844833,0.4479690731145368,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,M3_CGN_PC2_interaction,school_fe_ols,cgn01,30082,0.012339328914791977,0.0011982147520856682,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,M3_CGN_PC2_interaction,school_fe_ols,pc2_z,30082,-0.001162644744338799,0.48789126757979606,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,M3_CGN_PC2_interaction,school_fe_ols,cgn_x_pc2_z,30082,0.0001634641402641066,0.966330941553671,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,M1_CGN_only,school_fe_ols,cgn01,27881,0.005372813014020911,0.14899255703691092,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,M2_CGN_plus_PC2,school_fe_ols,cgn01,27881,0.00516693803773305,0.1727082874815733,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,M2_CGN_plus_PC2,school_fe_ols,pc2_z,27881,-0.0005679718556478348,0.6953508595725881,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,M3_CGN_PC2_interaction,school_fe_ols,cgn01,27881,0.005707604613716243,0.13430419212441125,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,M3_CGN_PC2_interaction,school_fe_ols,pc2_z,27881,-0.0012287247943707892,0.4675834656699511,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,M3_CGN_PC2_interaction,school_fe_ols,cgn_x_pc2_z,27881,0.0026971290289682977,0.4616163882870786,"For binary outcomes, coefficient is percentage-point change in an LPM."
