outcome,sex,model,estimator,term,n_used,coef,p_value,note
ever_married,female,CGN_x_PC2_continuous,school_fe_ols,pc2_z,34034,0.02054302104398463,3.031757017900244e-18,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,CGN_x_PC2_continuous,school_fe_ols,cgn_x_pc2_z,34034,0.011832594835665556,0.010817137414914548,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,CGN_x_high_PC2_indicator,school_fe_ols,cgn01,34034,-0.06993789745959468,4.0065696489753354e-32,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,CGN_x_high_PC2_indicator,school_fe_ols,pc2_high,34034,0.028481196383468438,2.6540731163145406e-12,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,female,CGN_x_high_PC2_indicator,school_fe_ols,cgn_x_pc2_high,34034,0.024106411061791403,0.026828402745063686,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,CGN_x_PC2_continuous,school_fe_ols,cgn01,33281,-0.09714142460817682,1.406250346619022e-50,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,CGN_x_PC2_continuous,school_fe_ols,pc2_z,33281,0.029337366923235766,1.3391987265491232e-34,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,CGN_x_PC2_continuous,school_fe_ols,cgn_x_pc2_z,33281,0.014689223514057987,0.00620460000032118,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,CGN_x_high_PC2_indicator,school_fe_ols,cgn01,33281,-0.12248466236654275,7.879108653580012e-62,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,CGN_x_high_PC2_indicator,school_fe_ols,pc2_high,33281,0.044604256697965514,5.194895944232997e-23,"For binary outcomes, coefficient is percentage-point change in an LPM."
ever_married,male,CGN_x_high_PC2_indicator,school_fe_ols,cgn_x_pc2_high,33281,0.06634673037988977,1.5644445642700306e-06,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,CGN_x_PC2_continuous,school_fe_ols,cgn01,30082,0.012339328914791977,0.0011982147520856682,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,CGN_x_PC2_continuous,school_fe_ols,pc2_z,30082,-0.001162644744338799,0.48789126757979606,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,CGN_x_PC2_continuous,school_fe_ols,cgn_x_pc2_z,30082,0.0001634641402641066,0.966330941553671,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,CGN_x_high_PC2_indicator,school_fe_ols,cgn01,30082,0.013278506550276566,0.0043280277271450845,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,CGN_x_high_PC2_indicator,school_fe_ols,pc2_high,30082,0.001366374061880792,0.6881478007858772,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,female,CGN_x_high_PC2_indicator,school_fe_ols,cgn_x_pc2_high,30082,-0.002935037335045166,0.7287776524102294,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,CGN_x_PC2_continuous,school_fe_ols,cgn01,27881,0.005707604613716243,0.13430419212441125,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,CGN_x_PC2_continuous,school_fe_ols,pc2_z,27881,-0.0012287247943707892,0.4675834656699511,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,CGN_x_PC2_continuous,school_fe_ols,cgn_x_pc2_z,27881,0.0026971290289682977,0.4616163882870786,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,CGN_x_high_PC2_indicator,school_fe_ols,cgn01,27881,0.007818968772387767,0.06429045104776865,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,CGN_x_high_PC2_indicator,school_fe_ols,pc2_high,27881,0.006578001707102899,0.05251209483145898,"For binary outcomes, coefficient is percentage-point change in an LPM."
divorced_among_ever_married,male,CGN_x_high_PC2_indicator,school_fe_ols,cgn_x_pc2_high,27881,-0.010422875153837597,0.23554529348372033,"For binary outcomes, coefficient is percentage-point change in an LPM."
